aid,z,log_M,logage,logZ,alpha_fe,sigma_e,ra,dec,Scale,Rhlr,e,ng,_RA,_DE,Separation
spec-0305-51613-0403,0.08427076,10.816,10.14306991021633,0.06844805577824595,-0.162420563115176,139.9142369689921,216.31999612,0.54553697,1.583,4.59,0.69,3.39,216.32,0.54554,0.01772207094236052
spec-0305-51613-0414,0.08531985,10.846,10.131005203966483,0.18491050166791004,0.0846820830525635,162.93236925772425,216.33109391,0.34816154,1.601,5.33,0.38,6.21,216.33109,0.34816,0.015128198748865479
spec-0306-51637-0594,0.05632764,10.571,10.152959263074973,0.032097726027497726,-0.0292876581608316,124.38950888433432,218.70964058,0.08761097,1.094,3.18,0.63,3.17,218.70964,0.08761,0.004068635861318531
spec-0309-51994-0133,0.0840548,10.412,10.115810494702037,0.0015842244119943952,-0.60768781269261,117.6558365260148,223.79210047,-0.77619072,1.58,2.97,0.81,6.51,223.7921,-0.77619,0.0030952871745050627
spec-0309-51994-0434,0.09854996,10.542,10.080657313951141,-0.1645501162134225,-0.0311051650108833,147.00868874812656,223.21433448,0.73739822,1.822,5.25,0.11,6.5,223.21433,0.7374,0.017353148554504733
spec-0309-51994-0564,0.04408832,10.515,10.093773659239181,-0.26977941812309636,-0.0662220032926406,106.45596587062978,223.95164466,0.86881723,0.868,3.65,0.34,3.94,223.95164,0.86882,0.01951436014317927
spec-0310-51990-0010,0.07168996,10.64,10.133004206348025,0.27231191020689116,0.0357103121297863,137.14482121745783,226.74221518,-1.09669268,1.366,3.91,0.29,4.12,226.74221,-1.09669,0.020992961157904617
spec-0310-51990-0028,0.09015324,10.5,10.152590492953726,0.11494125265907713,0.117854441844798,133.16046869543948,227.32748614,-0.23996622,1.681,5.71,0.78,4.04,227.32749,-0.23997,0.019449244051779876
spec-0310-51990-0037,0.09482193,10.822,10.16720636881565,0.25825076618146026,0.0764291656013651,157.05747784287465,227.28312501,-0.0515359,1.76,9.5,0.35,5.44,227.28312,-0.05154,0.023305678092952677
spec-0310-51990-0064,0.0890623,11.135,10.045238638078912,0.35279768270386214,0.0815109285543332,196.10594353536194,227.08659403,-0.37308236,1.663,6.84,0.0,6.94,227.08659,-0.37308,0.016812351286032652
spec-0310-51990-0227,0.04093848,11.109,10.146987867478835,0.3236892526005137,0.164318185843116,205.0514923253883,225.43850352,0.00847839,0.809,5.71,0.1,4.58,225.4385,0.00848,0.013934604250468031
spec-0310-51990-0383,0.08413497,10.677,10.15357300053557,0.16875307169948597,0.248776241094863,162.9322338454829,225.07834771,0.46925418,1.58,4.44,0.09,6.86,225.07835,0.46925,0.017158125823555314
spec-0310-51990-0399,0.04110818,10.745,10.082289733108217,0.265519216436751,0.0849110260099125,139.05850412383117,225.20152201,0.17644287,0.813,5.58,0.47,5.28,225.20152,0.17644,0.01261385839452766
spec-0310-51990-0423,0.08793741,10.481,10.094844129401242,0.16533957630792473,0.0441265796772446,106.73963292050325,225.4524168,0.45323282,1.645,3.41,0.83,1.69,225.45242,0.45323,0.015354647454534525
spec-0310-51990-0614,0.09211279,11.043,10.159688622118987,0.25207774537609207,0.196283679454266,194.4747088718778,227.03282352,0.86283784,1.714,6.96,0.37,4.56,227.03282,0.86284,0.01486638312377933
spec-0310-51990-0631,0.09643757,10.879,10.168134325913242,0.33295958736655684,0.133007102633773,187.1962148791267,227.28871543,0.30709669,1.786,8.18,0.62,6.03,227.28872,0.3071,0.020313827469634258
spec-0311-51665-0052,0.09127723,10.955,10.157542060557773,0.3593936053968416,0.341903610738784,197.53706838359759,228.10150375,-0.47804593,1.7,9.76,0.11,7.84,228.1015,-0.47805,0.019922811527644784
spec-0311-51665-0110,0.0913142,10.582,10.014671916681666,0.09436843013121045,0.079629943734772,117.51941602158286,228.13199614,-0.46758778,1.701,3.35,0.61,5.14,228.132,-0.46759,0.01602991012039373
spec-0311-51665-0261,0.09183737,10.611,10.125182114334839,0.023213472710618625,-0.0956742455025651,132.7930421494764,227.15417297,-0.0237519,1.711,4.64,0.77,2.62,227.15417,-0.02375,0.012692692564427259
spec-0311-51665-0581,0.0921488,11.299,10.122971378439987,0.37138985705607186,0.224792835517979,237.6664531985063,228.456708,0.35938582,1.715,14.48,0.02,8.0,228.45671,0.35939,0.016681734427382515
spec-0311-51665-0628,0.09127624,10.755,10.088196235763009,-0.21357903971796163,-0.363620940321968,164.85961513671137,228.61976695,0.62224971,1.702,3.72,0.57,2.88,228.61977,0.62225,0.011028876358709994
spec-0312-51689-0229,0.05090167,10.945,10.150944663877723,0.2652883411998455,0.283704641455989,171.65015151421483,229.09625845,-0.30143693,0.994,5.89,0.19,4.46,229.09626,-0.30144,0.012380720571222716
spec-0312-51689-0442,0.09237746,11.14,10.133184967189036,0.23012409569112152,0.179668868047171,197.61611531160014,229.21045075,1.02197609,1.72,6.54,0.6,3.96,229.21045,1.02198,0.014332531444604904
spec-0312-51689-0513,0.05804222,10.954,9.977428464666495,-0.07750612328203792,0.0230814472859797,137.77854500202852,229.33629578,0.23721915,1.125,5.48,0.46,5.23,229.3363,0.23722,0.015496983830888197
spec-0313-51673-0119,0.06299493,10.338,10.111571844807044,-0.16293677608181897,0.0981954516786243,120.60871919073158,232.05344764,-0.15823083,1.213,7.22,0.17,6.29,232.05345,-0.15823,0.009006087427308943
spec-0313-51673-0459,0.07625605,11.246,10.096799194442186,0.210505904797664,0.0443017237924063,185.41872497370528,231.13764272,0.98342781,1.445,7.28,0.34,3.19,231.13764,0.98343,0.012570301261152455
spec-0315-51663-0024,0.08146487,11.28,10.15032640866608,0.36522218372123144,-0.20712240201916,171.70357661853893,235.80531465,-0.41277286,1.536,8.34,0.65,3.24,235.80531,-0.41277,0.019652497867673577
spec-0326-52375-0381,0.06286774,10.916,10.072542847808233,0.16684558483328038,0.026003916126182,155.38686431463486,171.31543814,-2.07612458,1.211,4.88,0.0,5.42,171.31544,-2.07612,0.01779414834047618
spec-0326-52375-0398,0.04591022,10.241,10.1374131965417,-0.018097727029583375,0.0164438340548961,98.09742570409333,171.29932996,-2.07914952,0.901,2.32,0.64,2.84,171.29933,-2.07915,0.0017339817499267569
spec-0326-52375-0488,0.09756846,10.914,10.059895588162725,0.07054852284628624,-0.385328309548954,138.46141369536159,171.93917288,-2.30524268,1.804,4.98,0.77,2.01,171.93917,-2.30524,0.014156461792497733
spec-0327-52294-0147,0.09974085,10.596,10.152079211083635,-9.048135845984717E-4,-0.00651302242687601,143.2270649715973,174.0188137,-2.97420014,1.84,4.26,0.61,3.9,174.01881,-2.9742,0.013311602521471799
spec-0327-52294-0149,0.09963854,10.685,10.089065432964972,0.17503642849034626,0.0928837387676073,129.5356296153802,173.98802294,-2.91567056,1.838,3.92,0.11,5.36,173.98802,-2.91567,0.010760830578196929
spec-0327-52294-0276,0.07161206,10.499,10.145588438487382,0.08849141339006202,0.306421463935128,109.69666476972529,172.90656359,-2.83205823,1.365,4.7,0.3,6.47,172.90656,-2.83206,0.014395290993789557
spec-0327-52294-0435,0.04072556,10.865,10.145625780585346,0.2245134113613125,-0.00395876177438713,142.9960308655571,173.08102355,-2.12844326,0.805,4.93,0.64,2.64,173.08102,-2.12844,0.0173446477888707
spec-0327-52294-0468,0.07331242,11.008,9.990882186006962,0.2624510757048032,0.0942744868664085,145.73923303027536,173.66325419,-1.89517367,1.395,4.52,0.68,2.4,173.66325,-1.89517,0.020045826383721762
spec-0328-52282-0062,0.07029738,10.489,10.145946472238391,-0.07164208257086599,0.0994828831990363,124.94382909083535,176.30340164,-3.11407633,1.342,3.34,0.42,3.45,176.3034,-3.11408,0.014467594553426983
spec-0328-52282-0129,0.06326152,10.507,9.76013815476676,0.07336038321280798,-0.0924339433596236,118.8278116615241,175.14282045,-3.58159355,1.218,2.71,0.62,3.33,175.14282,-3.58159,0.01288186936015347
spec-0328-52282-0205,0.06150368,11.537,10.15070920036223,0.29593968752012223,0.258150726134354,211.57940065975635,175.05058035,-3.5323501,1.187,12.81,0.21,3.73,175.05058,-3.53235,0.0013081182373564184
spec-0328-52282-0622,0.07974598,10.679,10.153884127663016,0.25649302026455617,-0.11248603187616,139.02148499861147,176.4108026,-2.0109954,1.507,3.42,0.46,2.76,176.4108,-2.01099,0.02157348649061872
spec-0329-52056-0052,0.02796572,10.253,10.136068857144052,0.21911865018233867,0.0704052638373369,109.75708249595057,177.40154776,-3.6274598,0.562,2.41,0.66,3.36,177.40155,-3.62746,0.008079987072014985
spec-0329-52056-0053,0.0768394,10.534,9.99491347491893,-0.03801181075611547,-0.314740694548628,118.51364527035504,177.3068674,-3.63777462,1.455,2.94,0.6,5.38,177.30687,-3.63777,0.019075647691790296
spec-0329-52056-0318,0.05475302,10.675,9.981694008799803,0.22607687144765554,-0.0378266813460137,140.27193296187357,175.42596484,-2.85885764,1.064,2.9,0.56,5.34,175.42596,-2.85886,0.019365499450228068
spec-0329-52056-0375,0.07191934,10.66,10.159141133696846,0.1724021473710438,0.396044089813065,151.2696984117057,176.20694072,-1.75123239,1.37,3.18,0.0,5.15,176.20694,-1.75123,0.008985599898582417
spec-0329-52056-0421,0.07787985,11.012,10.013717185420584,0.21066232320969036,0.324340287183924,144.31564232392896,176.43943111,-1.95341684,1.474,8.01,0.7,2.81,176.43943,-1.95342,0.012056651206751218
spec-0329-52056-0455,0.09227391,11.368,10.154360565989123,0.3439308676503328,0.282101822728193,239.53822873852062,176.83746154,-1.70279378,1.718,8.22,0.24,4.74,176.83746,-1.70279,0.014693075264403329
spec-0329-52056-0471,0.02747441,10.443,10.141211815357018,0.10706936491813178,0.130931277857484,145.9567222846119,176.68466821,-1.89475423,0.552,4.28,0.38,5.48,176.68467,-1.89475,0.016533956700830747
spec-0329-52056-0574,0.08067624,10.497,10.142410650317336,0.01782382077157964,0.220518627513619,124.66769553816117,177.37812153,-1.3788506,1.523,2.53,0.29,4.78,177.37812,-1.37885,0.005914904588420868
spec-0330-52370-0253,0.08852556,10.863,10.151816622267487,0.18629746908549652,0.255884870009964,169.77285016141053,177.89465985,-3.71788009,1.655,5.22,0.26,3.64,177.89466,-3.71788,6.287684757336339E-4
spec-0330-52370-0325,0.08028415,11.197,10.033832498866307,0.24402891137296842,0.287497614105514,192.13330156710842,177.50139505,-1.46336545,1.516,7.12,0.61,2.86,177.50139,-1.46337,0.02446632888248782
spec-0331-52368-0262,0.08143799,11.002,10.116955006622833,0.28964717810077933,0.184603379576969,189.01437518253425,179.45525357,-2.68202717,1.536,5.26,0.27,4.77,179.45525,-2.68203,0.016389252046970768
spec-0331-52368-0541,0.07042659,11.068,10.066139127787121,0.3345288726414466,0.0315837110464341,154.84805083560457,180.75530364,-1.91402722,1.344,9.12,0.44,5.04,180.7553,-1.91403,0.016482818964450124
spec-0332-52367-0057,0.05777242,10.949,10.146615015640444,0.2834042657052449,0.0894511298324337,167.7098120443749,183.33185652,-3.17941975,1.119,7.49,0.22,4.47,183.33186,-3.17942,0.012541051859740785
spec-0332-52367-0140,0.06155215,10.626,10.15407625861094,0.17738626350403294,0.205362406709489,116.31450335308021,182.87201597,-3.19058737,1.187,7.56,0.22,5.05,182.87202,-3.19059,0.017305290028068895
spec-0332-52367-0248,0.09092757,11.341,9.995511672307458,0.37112108592737014,-0.0326458005436185,198.5501975392051,182.29922598,-3.52120916,1.695,6.63,0.56,3.65,182.29923,-3.52121,0.014757822370618026
spec-0332-52367-0252,0.09788483,11.297,10.004587772490426,0.1668317573136492,0.0909401986275124,193.2123839710234,182.19027117,-3.35249404,1.81,9.26,0.36,2.89,182.19027,-3.35249,0.015139623841298893
spec-0333-52313-0106,0.03793544,10.93,10.006217795936127,0.057614844073438115,0.0267002509058897,170.80173248471385,185.28406727,-3.04464606,0.753,4.74,0.3,4.65,185.28407,-3.04465,0.017248273834474387
spec-0333-52313-0239,0.08001198,10.829,10.140781511148617,0.3293624693025947,0.133006516915867,165.63147033967914,184.02245662,-2.80899336,1.511,3.3,0.49,3.43,184.02246,-2.80899,0.017146948761213778
spec-0333-52313-0252,0.07993959,11.04,10.133487824466409,0.25515368939881683,0.091548820988106,167.46625477956024,184.18806811,-3.20645557,1.51,5.22,0.19,4.21,184.18807,-3.20646,0.0173345979033859
spec-0333-52313-0302,0.07527246,11.113,10.142811328047376,0.32975187080319995,-2.0217457210242E-4,170.4961519202921,183.70255069,-2.9358338,1.429,6.61,0.31,3.6,183.70255,-2.93583,0.013903110092369352
spec-0333-52313-0497,0.08772281,10.908,10.144043630446438,0.30387671268268673,0.0689050691099113,177.642956613672,184.89068819,-2.13090972,1.641,8.49,0.41,8.0,184.89069,-2.13091,0.0065890529781941765
spec-0333-52313-0525,0.06908277,10.765,10.146892367814466,0.20432121897827799,0.0842562867103146,174.65806891388206,185.04160179,-1.6212054,1.321,5.53,0.54,5.43,185.0416,-1.6212,0.020479392071299448
spec-0334-51993-0247,0.06297177,10.623,10.101563141782776,-0.22721327128072183,-0.0296279672769267,132.78960946396617,186.36394021,-3.62453035,1.213,2.65,0.75,2.94,186.36394,-3.62453,0.0014686224179461266
spec-0334-51993-0397,0.08248764,11.078,10.158660013004235,0.30853634907734817,0.191798654595594,184.60441879779452,186.28590912,-2.34706031,1.553,5.3,0.0,5.78,186.28591,-2.34706,0.003356314645317119
spec-0334-51993-0474,0.08191913,11.157,10.16296539753603,0.13748188037310075,0.155536720095781,180.85882567332948,186.96276313,-2.21448892,1.543,6.94,0.34,3.99,186.96276,-2.21449,0.011911960178583564
spec-0335-52000-0347,0.09227363,11.123,10.125705347050092,0.2130759408493651,-0.0863375495378005,164.8404625977215,188.14974229,-1.95005176,1.717,14.89,0.56,4.91,188.14974,-1.95005,0.010393735348243028
spec-0335-52000-0392,0.08371878,11.497,10.061655118294949,0.23020899667242162,0.16276939768771,206.53393138007348,188.65801696,-2.32159608,1.574,9.53,0.29,3.24,188.65802,-2.3216,0.017852818902396962
spec-0336-51999-0258,0.08311625,10.959,10.115274009679668,0.2971725473309608,0.590513194911829,164.53494414076255,190.93601004,-3.24195072,1.563,5.84,0.56,4.0,190.93601,-3.24195,0.0025959841453485582
spec-0336-51999-0263,0.08268048,10.335,9.953601706254348,0.269643618854291,,105.71441885421591,190.69133702,-2.41256902,1.556,2.63,0.43,3.4,190.69134,-2.41257,0.01128418500124791
spec-0336-51999-0523,0.08863286,10.63,10.150917501662908,0.06507697132767358,-0.0196426371937368,163.44695494145992,191.65754545,-1.51999178,1.656,3.9,0.43,3.98,191.65755,-1.51999,0.017583460455625734
spec-0336-51999-0566,0.08854541,10.914,10.157187214763312,0.2570156047688983,0.219671011346173,194.91980040604471,191.88977939,-1.48889027,1.655,5.29,0.29,4.93,191.88978,-1.48889,0.002400821524525323
spec-0337-51997-0057,0.0853354,10.364,9.76119834146064,0.0876046327355226,0.0500917130691486,107.37129683008669,193.61792274,-3.50291724,1.601,2.91,0.17,3.69,193.61792,-3.50292,0.013987829116802242
spec-0337-51997-0226,0.08803968,10.792,10.15941050359996,0.16669233838642625,0.231666884988416,165.65277017123265,192.58023207,-2.94718841,1.646,5.01,0.51,5.89,192.58023,-2.94719,0.009388805957818411
spec-0337-51997-0258,0.05508272,10.836,10.1519596290807,0.14924704640726077,0.110428035151398,148.9209596111245,192.43971481,-3.21204676,1.071,6.05,0.04,4.65,192.43971,-3.21205,0.020855488180015685
spec-0337-51997-0390,0.08081175,11.1,10.153790963875347,0.19823868119470137,0.26218295525232,200.43835498080907,192.40871589,-1.76763996,1.524,5.23,0.34,5.33,192.40872,-1.76764,0.014789660181593767
spec-0337-51997-0412,0.08258866,11.193,10.116390692077848,0.3371461752171692,0.473161817083554,192.21795075655822,192.49348272,-1.50409329,1.554,8.5,0.07,4.56,192.49348,-1.50409,0.015365465803336803
spec-0337-51997-0413,0.08905781,10.766,10.023901740695543,0.1586249965164551,0.304778041504227,174.4625931103924,192.51249708,-1.39351587,1.664,3.77,0.58,2.97,192.5125,-1.39352,0.018206982599064406
spec-0337-51997-0583,0.09779009,11.032,10.115535164921043,0.1572712593515324,-0.0693236213886361,190.82155935097333,193.66851686,-2.02947833,1.808,7.15,0.48,5.55,193.66852,-2.02948,0.01279704285808903
spec-0338-51694-0022,0.08880296,10.968,10.164933261409923,0.35827429120475884,0.205337380986063,165.39247550258486,195.75909015,-2.45644415,1.659,6.55,0.85,3.36,195.75909,-2.45644,0.014949737934611056
spec-0338-51694-0443,0.08203541,11.03,9.994443706785264,0.2736306672379357,-3.58429681108954E-4,144.02847316152122,194.63057577,-1.51438574,1.546,8.11,0.57,3.17,194.63058,-1.51439,0.02160839923098665
spec-0338-51694-0449,0.08139554,10.684,10.029811705369744,-0.026574891659119162,-0.266314380480861,120.93114637149725,194.53755373,-1.61195481,1.535,3.4,0.33,4.79,194.53755,-1.61195,0.021909184358678238
spec-0338-51694-0471,0.08196446,11.158,10.120739098442245,0.3399312648308981,-0.337995546826944,160.59735976319615,194.65372172,-1.79300847,1.544,8.12,0.03,4.41,194.65372,-1.79301,0.00828501006218253
spec-0338-51694-0510,0.08413382,11.381,10.152071261998497,0.34900306554893107,0.214572066067811,248.64980824818164,194.8409106,-2.01276311,1.581,8.96,0.2,5.01,194.84091,-2.01276,0.011402204212091803
spec-0338-51694-0563,0.08372389,10.584,10.062531353392385,-0.029445319201680045,-0.215530152216779,123.77853248563218,194.86348284,-1.43067318,1.574,2.87,0.33,5.96,194.86348,-1.43067,0.015346716815497537
spec-0338-51694-0585,0.08600754,10.498,10.051573688380502,0.07833507610515171,-0.128343919226774,126.59128578980186,195.38805086,-2.02848365,1.612,2.89,0.71,2.42,195.38805,-2.02848,0.013499363176517187
spec-0338-51694-0613,0.08293897,10.899,10.143572022588613,0.179542571462901,0.120309431902764,171.52864387086106,195.75618066,-1.63905172,1.561,4.06,0.31,4.9,195.75618,-1.63905,0.00663186413531027
spec-0339-51692-0041,0.08593418,11.026,10.160087435587462,0.32088644585303483,0.249606973084633,164.42298952432316,196.3731516,-3.44788858,1.611,6.14,0.12,4.6,196.37315,-3.44789,0.007693513074222495
spec-0339-51692-0138,0.08761068,10.533,10.07143769614437,-1.2907586691972503E-4,-0.204239530608994,118.30043933019373,195.90645849,-3.40532522,1.639,2.82,0.27,3.58,195.90646,-3.40532,0.019559782724716562
spec-0339-51692-0172,0.08198275,10.544,10.083059053190148,-0.034749494151163345,0.249612296358726,157.4379152144524,196.2517383,-2.89438705,1.544,3.73,0.63,0.5,196.25174,-2.89439,0.012253297554870644
spec-0339-51692-0632,0.08518855,10.632,10.14696109304711,0.16379992318489264,0.130973748335793,134.291074965757,197.47902191,-2.58585782,1.599,2.94,0.75,2.06,197.47902,-2.58586,0.01042948912429225
spec-0340-51990-0323,0.08534023,11.162,10.080478973537414,0.2258433643344904,0.140942907579867,197.0795989093099,197.05226223,-1.28230773,1.601,8.17,0.27,5.11,197.05226,-1.28231,0.011454173587122057
spec-0340-51990-0484,0.08171601,11.225,10.160629081711068,0.3985154962063492,0.338306950661181,230.8297398099951,198.11759553,-1.66491966,1.54,5.33,0.08,3.63,198.1176,-1.66492,0.016131709393214122
spec-0341-51690-0052,0.09760858,10.602,10.06765321481519,0.20759692635143775,0.123999868877225,123.55664182400344,200.98690012,-3.57480091,1.805,3.76,0.32,3.94,200.9869,-3.5748,0.0033042509738149496
spec-0341-51690-0123,0.08448149,10.553,10.06906288854271,-0.01773718772493246,0.0609051073742257,115.61536986238107,200.56152293,-3.61077152,1.586,3.37,0.73,2.05,200.56152,-3.61077,0.011864307911272598
